"","record_id","outdesc","out","outprimary","outtype","outanalysis___1","outanalysis___2","outanalysis___3","outanalysis___4","outanalysisdesc","outhowgconfound___1","outhowgconfound___2","outhowgconfound___3","outhowgconfound___4","outhowgconfound___5","outhowgconfound___6","outhowgconfound___7","outhowgconfound___8","outhowconfounddesc","outconfdomains___1","outconfdomains___2","outconfdomains___3","outconfdomains___4","outconfdomains___5","outconfdomains___6","outconfdomains___7","outconfdomains___8","outconfdomains___9","outconfdomains___10","outconfdomains___11","outconfdomains___12","outconfdomains___13","outconfdomains___14","outconfdomains___15","outconfdomains___16","outconfdomains___17","outmingenetics","outmincoinfect","outminatopic","outminneonatal","outminchildsex","outminantibiotic","outminses","outminsibling","outminsmoking","outminnutrition","outminallergens","outminpollution","outminageexp","outminageout","expdesc","expmeth___1","expmeth___2","expmeth___3","expmeth___4","expmeth___5","exptype","exptime___1","exptime___2","exptime___3","exptimedesc","compdesc","type","time2needed","time3needed","expdesc.1","time","estype","esdesc","esmethod","es","es.se.report","es.se","n","expevent","expnonevent","compevent","compnonevent","outage","id","comparison"
"699",78,"use of long-term asthma controller medication (inhaled corticosteroid and/or leukotriene receptor antagonist) for recurrent wheezing, prolonged cough or asthma during the 12-month follow-up",3,1,1,0,1,1,0,"Binary logistic or Cox regression was used for multivariable analyses",0,1,0,0,0,0,0,0,"adjustments for age (<2, 2-11.9 vs. 12-23.9 months), sex (male vs. female), gestational age (<=31, 32-36 vs. >=37 weeks), atopic eczema ever (no vs. yes), presence of older siblings (no vs. yes), parental asthma (no vs. yes, if either of the parents had ever been diagnosed with asthma), oral intake on index hospital admission (adequate vs. inadequate) and use of systemic corticosteroids during index hospitalization (no vs. yes). ",1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,2,NA,NA,2,NA,NA,NA,NA,2,NA,"Rhinovirus only bronchiolitis requiring hospitalization in the first year (no prior wheezing)",1,0,0,0,0,2,1,0,0,"","bronchiolitis hospitalization caused by a non-viral agent among kids hospitalized in first 12 months with no prior wheezing",2,2,1,NA,2,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",78,3
"700",78,"use of long-term asthma controller medication (inhaled corticosteroid and/or leukotriene receptor antagonist) for recurrent wheezing, prolonged cough or asthma during the 12-month follow-up",3,1,1,0,1,1,0,"Binary logistic or Cox regression was used for multivariable analyses",0,1,0,0,0,0,0,0,"adjustments for age (<2, 2-11.9 vs. 12-23.9 months), sex (male vs. female), gestational age (<=31, 32-36 vs. >=37 weeks), atopic eczema ever (no vs. yes), presence of older siblings (no vs. yes), parental asthma (no vs. yes, if either of the parents had ever been diagnosed with asthma), oral intake on index hospital admission (adequate vs. inadequate) and use of systemic corticosteroids during index hospitalization (no vs. yes). ",1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,2,NA,NA,2,NA,NA,NA,NA,2,NA,"Rhinovirus only bronchiolitis requiring hospitalization in the first year (no prior wheezing)",1,0,0,0,0,2,1,0,0,"","bronchiolitis hospitalization caused by a non-viral agent among kids hospitalized in first 12 months with no prior wheezing",2,2,1,NA,3,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",78,3
"739",83,"Asthma (any grade): ""Asthma was ranked according to a system used in the department (8), i.e. grade 1 asthma= 1-5 obstructive periods of less than 2 weeks' duration during the last year; grade 2=6-10 obstructive periods of less than 2 weeks' duration during the last year, and occasional symptoms during the intervening intervals; and grades 3-4= > 10 obstructive periods of less than 2 weeks' duration, or repeated lengthy periods during the last year, requiring constant bronchodilator and antiinflammatory treatment.""",1,1,1,0,0,0,1,"""Factors predicting the presence of  asthma at reinvestigation were analysed using Fisher's permutation test and Fisher's exact test for dichotomous variables."" ",0,0,0,0,0,0,0,1,"none documented; ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RSV(+) LRTI in the first two years of life requiring hospitalization -- first wheezing episode",1,0,0,0,0,2,0,1,0,"","RSV(-) LRTI in the first two years of life requiring hospitalization -- first wheezing episode",2,2,1,NA,1,1,"reported that RSV was not a significant predictor of asthma but no coefficient, so I estimated the unadjusted OR by piecing together the 2x2 table (see excel sheet)",2,1.08,1,0.46,94,13,14,31,36,"approx. ages 2-6 (sx in last year when kids were 3-6 years old)",83,1
"742",83,"Asthma (any grade): ""Asthma was ranked according to a system used in the department (8), i.e. grade 1 asthma= 1-5 obstructive periods of less than 2 weeks' duration during the last year; grade 2=6-10 obstructive periods of less than 2 weeks' duration during the last year, and occasional symptoms during the intervening intervals; and grades 3-4= > 10 obstructive periods of less than 2 weeks' duration, or repeated lengthy periods during the last year, requiring constant bronchodilator and antiinflammatory treatment.""",1,1,1,0,0,0,1,"""Factors predicting the presence of  asthma at reinvestigation were analysed using Fisher's permutation test and Fisher's exact test for dichotomous variables."" ",0,0,0,0,0,0,0,1,"none documented; ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RSV(+) LRTI in the first two years of life requiring hospitalization -- first wheezing episode",1,0,0,0,0,2,0,1,0,"","RSV(-) LRTI in the first two years of life requiring hospitalization -- first wheezing episode",2,2,1,NA,2,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",83,1
"740",83,"Asthma (any grade): ""Asthma was ranked according to a system used in the department (8), i.e. grade 1 asthma= 1-5 obstructive periods of less than 2 weeks' duration during the last year; grade 2=6-10 obstructive periods of less than 2 weeks' duration during the last year, and occasional symptoms during the intervening intervals; and grades 3-4= > 10 obstructive periods of less than 2 weeks' duration, or repeated lengthy periods during the last year, requiring constant bronchodilator and antiinflammatory treatment.""",1,1,1,0,0,0,1,"""Factors predicting the presence of  asthma at reinvestigation were analysed using Fisher's permutation test and Fisher's exact test for dichotomous variables."" ",0,0,0,0,0,0,0,1,"none documented; ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RSV(+) LRTI in the first two years of life requiring hospitalization -- first wheezing episode",1,0,0,0,0,2,0,1,0,"","RSV(-) LRTI in the first two years of life requiring hospitalization -- first wheezing episode",2,2,1,NA,3,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",83,1
"748",84,"Asthma: ' Asthma was classified as mild, moderate or severe, as  estimated by the frequency of symptoms and the need for  treatment to remain symptom-free, according to a modification of the International Paediatric Asthma Consensus (6). Mild asthma was defined as mild and infrequent asthma symptoms, symptom control with a &-agonist p.r.n alone and need of a P2-agonist not exceeding 3 doseslweek. The children with moderate asthma had more frequent asthma  symptoms and required more than 3 dosesJweek of a P2-  agonist. These children were symptom-free when they received maintenance treatment with sodium cromoglycate or inhaled steroids at doses of 200-400 hg/day. With such maintenance treatment they had little need of extra P2-agonists (not exceeding 3 dosedweek). Children with severe asthma had acute exacerbations in spite of treatment with low to moderate doses of inhaled steroids. They needed high doses of inhaled steroids or inhaled steroids in combination with a long-acting inhaled P2-agonist to be symptom-free""",1,1,1,0,0,0,1,"""Factors predicting the presence of asthma at reinvestigation were analysed using Pitman's non-parametric permutation test """,0,0,0,0,0,0,0,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RSV(+) LRTI with wheezing severe enough to warrant hospitalization in first 2 years of life",1,0,0,0,0,2,0,1,0,"","RSV(-) LRTI with wheezing severe enough to warrant hospitalization in first 2 years of life",2,2,1,NA,1,1," - report NS effect without providing estimate using Pitman's permutation test; effect size based on recreation of 2x2 table using data provided in Table 1 and results (see excel sheet)",2,0.92,1,0.52,92,7,17,21,47,"approx. ages 9-10 (symptoms in last year at age 10)",84,1
"749",84,"Asthma: ' Asthma was classified as mild, moderate or severe, as  estimated by the frequency of symptoms and the need for  treatment to remain symptom-free, according to a modification of the International Paediatric Asthma Consensus (6). Mild asthma was defined as mild and infrequent asthma symptoms, symptom control with a &-agonist p.r.n alone and need of a P2-agonist not exceeding 3 doseslweek. The children with moderate asthma had more frequent asthma  symptoms and required more than 3 dosesJweek of a P2-  agonist. These children were symptom-free when they received maintenance treatment with sodium cromoglycate or inhaled steroids at doses of 200-400 hg/day. With such maintenance treatment they had little need of extra P2-agonists (not exceeding 3 dosedweek). Children with severe asthma had acute exacerbations in spite of treatment with low to moderate doses of inhaled steroids. They needed high doses of inhaled steroids or inhaled steroids in combination with a long-acting inhaled P2-agonist to be symptom-free""",1,1,1,0,0,0,1,"""Factors predicting the presence of asthma at reinvestigation were analysed using Pitman's non-parametric permutation test """,0,0,0,0,0,0,0,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RSV(+) LRTI with wheezing severe enough to warrant hospitalization in first 2 years of life",1,0,0,0,0,2,0,1,0,"","RSV(-) LRTI with wheezing severe enough to warrant hospitalization in first 2 years of life",2,2,1,NA,2,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",84,1
"755",84,"Asthma: ' Asthma was classified as mild, moderate or severe, as  estimated by the frequency of symptoms and the need for  treatment to remain symptom-free, according to a modification of the International Paediatric Asthma Consensus (6). Mild asthma was defined as mild and infrequent asthma symptoms, symptom control with a &-agonist p.r.n alone and need of a P2-agonist not exceeding 3 doseslweek. The children with moderate asthma had more frequent asthma  symptoms and required more than 3 dosesJweek of a P2-  agonist. These children were symptom-free when they received maintenance treatment with sodium cromoglycate or inhaled steroids at doses of 200-400 hg/day. With such maintenance treatment they had little need of extra P2-agonists (not exceeding 3 dosedweek). Children with severe asthma had acute exacerbations in spite of treatment with low to moderate doses of inhaled steroids. They needed high doses of inhaled steroids or inhaled steroids in combination with a long-acting inhaled P2-agonist to be symptom-free""",1,1,1,0,0,0,1,"""Factors predicting the presence of asthma at reinvestigation were analysed using Pitman's non-parametric permutation test """,0,0,0,0,0,0,0,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RSV(+) LRTI with wheezing severe enough to warrant hospitalization in first 2 years of life",1,0,0,0,0,2,0,1,0,"","RSV(-) LRTI with wheezing severe enough to warrant hospitalization in first 2 years of life",2,2,1,NA,3,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",84,1
"763",85,"Asthma: ""Current asthma was defined as wheezing or asthma and/or the need for anti‐asthmatic treatment (ß2‐agonists or inhaled corticosteroids) during the preceding 12 months. Asthma was classified as mild, moderate or severe, according to the classification system of the Swedish Society of Paediatric Allergology""",1,1,1,1,0,0,1,"""chi‐square test, independent samples t‐test and binary logistic regression. Unavailable data were coded as missing""",0,0,0,0,0,0,0,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RSV(+) LRTI requiring hospitalization in the first two years of life ",1,0,0,0,0,2,0,1,0,"","RSV(-) LRTI requiring hospitalization in the first two years of life ",2,2,1,NA,1,1,"unadjusted OR based on descriptive stats in Table 1",2,1.35,1,0.47,89,12,13,26,38,"ages 16-20 (past year symptoms assessed at ages 17-20)",85,1
"764",85,"Asthma: ""Current asthma was defined as wheezing or asthma and/or the need for anti‐asthmatic treatment (ß2‐agonists or inhaled corticosteroids) during the preceding 12 months. Asthma was classified as mild, moderate or severe, according to the classification system of the Swedish Society of Paediatric Allergology""",1,1,1,1,0,0,1,"""chi‐square test, independent samples t‐test and binary logistic regression. Unavailable data were coded as missing""",0,0,0,0,0,0,0,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RSV(+) LRTI requiring hospitalization in the first two years of life ",1,0,0,0,0,2,0,1,0,"","RSV(-) LRTI requiring hospitalization in the first two years of life ",2,2,1,NA,2,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",85,1
"765",85,"Asthma: ""Current asthma was defined as wheezing or asthma and/or the need for anti‐asthmatic treatment (ß2‐agonists or inhaled corticosteroids) during the preceding 12 months. Asthma was classified as mild, moderate or severe, according to the classification system of the Swedish Society of Paediatric Allergology""",1,1,1,1,0,0,1,"""chi‐square test, independent samples t‐test and binary logistic regression. Unavailable data were coded as missing""",0,0,0,0,0,0,0,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RSV(+) LRTI requiring hospitalization in the first two years of life ",1,0,0,0,0,2,0,1,0,"","RSV(-) LRTI requiring hospitalization in the first two years of life ",2,2,1,NA,3,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",85,1
"770",86,"Time to recurrent wheezing: ""time to recurrent wheezing-that is, time to the third physician-confirmed episode of wheezing within 12 months of the first episode at study entry""",2,1,1,0,0,1,0,"""Cox proportional hazards regression to identify any risk factors of prognostic significance. In this study, the Cox hazard ratio (HR) indicated the probability of recurrent wheezing. First, we analyzed in separate models the interactions between treatment grouping and each risk factor. Then, we used stepwise multivariable model to identify independent risk factors for recurrent wheezing. We included all risk factors, and those interaction terms were included that showed a potential effect on outcome. We used a backward stepwise procedure in which we eliminated factors or interaction terms one by one according to the highest P value >.05. """,0,1,0,0,0,0,0,0,"'stepwise multivariable model to identify independent risk factors for recurrent wheezing. We included all risk factors, and those interaction terms were included that showed a potential effect on outcome. We used a backward stepwise procedure in which we eliminated factors or interaction terms one by one according to the highest P value >.05""",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"RSV(+) LRTI induced wheezing requiring hospitalization in the placebo condition of the RCT  (no Prednisolone Tx)",1,0,0,0,0,2,0,0,1,"3-35 months","RSV(-) LRTI induced wheezing requiring hospitalization in the placebo condition of the RCT  (no Prednisolone Tx)",2,2,1,NA,1,4,"hazard ratio based on Cox multivariable regression model (Table 2)",1,5.05,1,0.83,NA,NA,NA,NA,NA,"~ ages 3mos to 47 months; exposure: 3-35 months and followed for 1 year",86,1
"771",86,"Time to recurrent wheezing: ""time to recurrent wheezing-that is, time to the third physician-confirmed episode of wheezing within 12 months of the first episode at study entry""",2,1,1,0,0,1,0,"""Cox proportional hazards regression to identify any risk factors of prognostic significance. In this study, the Cox hazard ratio (HR) indicated the probability of recurrent wheezing. First, we analyzed in separate models the interactions between treatment grouping and each risk factor. Then, we used stepwise multivariable model to identify independent risk factors for recurrent wheezing. We included all risk factors, and those interaction terms were included that showed a potential effect on outcome. We used a backward stepwise procedure in which we eliminated factors or interaction terms one by one according to the highest P value >.05. """,0,1,0,0,0,0,0,0,"'stepwise multivariable model to identify independent risk factors for recurrent wheezing. We included all risk factors, and those interaction terms were included that showed a potential effect on outcome. We used a backward stepwise procedure in which we eliminated factors or interaction terms one by one according to the highest P value >.05""",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"RSV(+) LRTI induced wheezing requiring hospitalization in the placebo condition of the RCT  (no Prednisolone Tx)",1,0,0,0,0,2,0,0,1,"3-35 months","RSV(-) LRTI induced wheezing requiring hospitalization in the placebo condition of the RCT  (no Prednisolone Tx)",2,2,1,NA,2,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",86,1
